listid,sellerid,eventid,dateid,numtickets,priceperticket,totalprice,listtime
33698,17663,5426,2033,5,278.0,1390.0,2008-07-26 12:20:06
33699,47351,5707,1965,6,150.0,900.0,2008-05-19 07:38:40
33700,26331,894,1962,7,198.0,1386.0,2008-05-16 11:50:56
33701,49037,442,2017,16,55.0,880.0,2008-07-10 08:22:06
33702,11055,5114,1976,10,324.0,3240.0,2008-05-30 07:12:39
33703,38885,7976,2018,24,182.0,4368.0,2008-07-11 11:54:21
33704,25877,4153,1909,14,279.0,3906.0,2008-03-24 11:57:44
33705,8266,7428,1838,1,314.0,314.0,2008-01-12 01:06:33
33706,72,7732,2000,5,141.0,705.0,2008-06-23 04:56:30
33707,1811,1142,2021,9,95.0,855.0,2008-07-14 09:02:50
33708,41954,6214,1963,2,192.0,384.0,2008-05-17 04:25:14
33709,38260,8174,1972,7,124.0,868.0,2008-05-26 07:08:17
33710,14161,5323,1832,16,129.0,2064.0,2008-01-06 04:12:40
33714,4028,6984,1898,1,328.0,328.0,2008-03-13 08:40:14
33715,21120,1885,2052,6,305.0,1830.0,2008-08-14 09:27:39
33716,6062,378,1931,24,341.0,8184.0,2008-04-15 04:59:28
33717,44785,722,1868,9,277.0,2493.0,2008-02-11 12:24:15
33718,9298,2141,2167,24,93.0,2232.0,2008-12-07 12:09:30
33719,7610,2588,1949,18,300.0,5400.0,2008-05-03 12:14:07
33720,14510,1320,2074,2,20.0,40.0,2008-09-05 04:15:32
33721,42393,661,2167,24,103.0,2472.0,2008-12-07 03:45:30
33722,21974,923,1893,1,75.0,75.0,2008-03-08 12:59:24
33724,47343,937,1884,3,145.0,435.0,2008-02-27 10:53:17
33725,20689,7359,1987,1,38.0,38.0,2008-06-10 01:51:21
33726,24227,586,2083,18,254.0,4572.0,2008-09-14 01:37:52
33727,39027,2741,2033,7,269.0,1883.0,2008-07-26 04:47:34
33728,47263,1986,2051,1,283.0,283.0,2008-08-13 02:52:24
33729,28274,5147,1872,24,102.0,2448.0,2008-02-15 05:20:31
33730,45067,3499,2085,8,238.0,1904.0,2008-09-16 04:55:58
33731,26081,3618,1876,16,249.0,3984.0,2008-02-19 07:40:59
33732,32102,175,2014,5,318.0,1590.0,2008-07-07 03:24:35
33733,23575,1848,1917,22,249.0,5478.0,2008-04-01 06:45:06
33734,43854,8079,1879,3,167.0,501.0,2008-02-22 12:54:37
33735,28721,127,2137,9,224.0,2016.0,2008-11-07 08:18:43
33736,28959,3034,2070,3,275.0,825.0,2008-09-01 05:48:40
33737,8356,3338,1993,14,306.0,4284.0,2008-06-16 12:20:36
33738,46624,7930,1943,1,329.0,329.0,2008-04-27 08:39:14
33739,6996,7581,2158,18,149.0,2682.0,2008-11-28 09:47:04
33740,33340,8552,2054,24,61.0,1464.0,2008-08-16 05:10:40
33741,45806,697,1844,9,297.0,2673.0,2008-01-18 12:56:36
33742,4198,7648,2027,14,21.0,294.0,2008-07-20 09:26:35
33743,29195,2501,2112,10,140.0,1400.0,2008-10-13 09:03:24
33744,7014,2378,1944,18,346.0,6228.0,2008-04-28 08:57:52
33745,26010,5040,1881,14,239.0,3346.0,2008-02-24 07:34:03
33746,39284,7103,1857,18,37.0,666.0,2008-01-31 03:31:47
33747,32585,8645,2155,6,278.0,1668.0,2008-11-25 12:22:03
33748,1743,7564,1886,16,190.0,3040.0,2008-03-01 08:27:00
33749,16024,3381,2115,6,311.0,1866.0,2008-10-16 12:46:59
33750,22533,2280,2094,5,122.0,610.0,2008-09-25 01:37:00
33751,41589,7198,1841,22,85.0,1870.0,2008-01-15 10:09:44
33752,27428,5105,2067,22,33.0,726.0,2008-08-29 08:01:15
33753,19956,6065,1967,6,196.0,1176.0,2008-05-21 04:44:47
33754,37888,7178,2105,3,211.0,633.0,2008-10-06 02:08:39
33755,27944,1685,1950,16,238.0,3808.0,2008-05-04 02:26:13
33756,32871,1094,1910,12,196.0,2352.0,2008-03-25 06:43:10
33757,44541,7675,1879,18,34.0,612.0,2008-02-22 10:50:28
33759,31425,6492,2026,4,245.0,980.0,2008-07-19 02:23:54
33761,4216,2696,2142,3,295.0,885.0,2008-11-12 11:20:48
33762,15506,6787,1883,24,282.0,6768.0,2008-02-26 09:09:44
33763,38042,4423,1838,22,226.0,4972.0,2008-01-12 07:56:16
33764,5167,4870,2169,18,278.0,5004.0,2008-12-09 02:36:23
33765,16350,5967,2016,12,313.0,3756.0,2008-07-09 09:23:53
33766,8089,4815,1975,22,332.0,7304.0,2008-05-29 12:14:00
33767,45045,7977,1878,24,48.0,1152.0,2008-02-21 07:36:02
33768,48029,5384,2100,12,82.0,984.0,2008-10-01 05:12:19
33769,3763,4872,2114,16,339.0,5424.0,2008-10-15 10:09:18
33770,38873,4752,2105,4,241.0,964.0,2008-10-06 11:10:27
33771,9494,3522,2019,5,192.0,960.0,2008-07-12 02:39:05
33772,33377,3134,2030,9,88.0,792.0,2008-07-23 05:21:15
33773,15950,4700,1945,3,133.0,399.0,2008-04-29 06:05:39
33774,47016,3843,1982,7,21.0,147.0,2008-06-05 09:14:31
33775,28769,7024,1833,14,305.0,4270.0,2008-01-07 05:41:06
33776,44977,452,1845,2,344.0,688.0,2008-01-19 02:02:39
33777,43238,3345,2157,4,317.0,1268.0,2008-11-27 03:39:44
33779,43798,2138,2050,6,136.0,816.0,2008-08-12 05:58:28
33780,29470,6840,2096,22,135.0,2970.0,2008-09-27 12:44:07
33781,29729,6263,2009,14,121.0,1694.0,2008-07-02 11:40:38
33782,31547,6792,2069,3,56.0,168.0,2008-08-31 06:00:27
33783,42553,6361,2134,6,115.0,690.0,2008-11-04 12:34:34
33784,29204,1247,2147,4,292.0,1168.0,2008-11-17 06:03:19
33785,41500,8550,2107,24,74.0,1776.0,2008-10-08 07:01:04
33786,38847,810,1986,7,182.0,1274.0,2008-06-09 12:21:58
33787,29891,853,1849,1,325.0,325.0,2008-01-23 01:55:52
33788,28891,3342,1926,8,203.0,1624.0,2008-04-10 02:41:48
33789,31021,7551,1989,22,255.0,5610.0,2008-06-12 09:18:39
33790,14853,3806,2014,8,231.0,1848.0,2008-07-07 09:26:21
33791,35008,8208,2015,18,77.0,1386.0,2008-07-08 08:11:51
33792,26409,3357,1958,20,192.0,3840.0,2008-05-12 10:39:35
33793,47279,5221,2067,22,24.0,528.0,2008-08-29 09:45:26
33794,26261,1003,2093,1,35.0,35.0,2008-09-24 06:19:02
33795,1402,811,1840,4,313.0,1252.0,2008-01-14 06:50:40
33797,46809,7309,2114,24,273.0,6552.0,2008-10-15 04:45:38
33798,20015,1324,2150,8,331.0,2648.0,2008-11-20 08:11:31
33799,34703,5244,2077,12,313.0,3756.0,2008-09-08 04:55:09
33800,16583,2473,1918,16,89.0,1424.0,2008-04-02 03:40:24
33801,11377,691,1878,16,203.0,3248.0,2008-02-21 02:30:50
33802,11086,6670,1991,10,228.0,2280.0,2008-06-14 01:39:28
33803,32811,2487,1886,12,204.0,2448.0,2008-03-01 11:25:37
33804,42331,6203,2068,22,106.0,2332.0,2008-08-30 05:37:37
33805,6295,6382,1957,24,294.0,7056.0,2008-05-11 09:08:00
33806,39310,4537,2053,2,262.0,524.0,2008-08-15 12:31:04
33807,28997,7769,1928,6,64.0,384.0,2008-04-12 02:25:48
33808,1513,6796,1978,20,20.0,400.0,2008-06-01 02:12:34
33809,2808,6557,1872,10,189.0,1890.0,2008-02-15 04:17:40
33810,36137,5776,2119,9,282.0,2538.0,2008-10-20 11:58:58
33811,48385,8679,2094,20,172.0,3440.0,2008-09-25 04:02:31
33812,39339,1859,2154,18,235.0,4230.0,2008-11-24 07:57:14
33813,32833,717,2096,3,335.0,1005.0,2008-09-27 02:15:48
33817,1113,7075,2141,8,247.0,1976.0,2008-11-11 07:50:46
33818,36057,2926,2099,6,280.0,1680.0,2008-09-30 10:07:35
33819,44744,7830,2069,1,100.0,100.0,2008-08-31 04:40:27
33820,16026,3648,1976,4,199.0,796.0,2008-05-30 01:59:31
33821,48301,5216,1963,1,64.0,64.0,2008-05-17 09:12:56
33822,35985,5319,1918,24,243.0,5832.0,2008-04-02 10:49:17
33823,47514,3074,1833,8,128.0,1024.0,2008-01-07 07:05:18
33824,7029,4227,2085,8,317.0,2536.0,2008-09-16 01:30:57
33825,47034,7641,1922,8,169.0,1352.0,2008-04-06 08:18:16
33826,23087,7909,1837,12,35.0,420.0,2008-01-11 10:39:48
33827,9387,6642,2098,24,277.0,6648.0,2008-09-29 10:43:58
33828,43678,6808,1850,16,262.0,4192.0,2008-01-24 07:07:18
33829,34625,1654,2002,22,254.0,5588.0,2008-06-25 01:15:08
33830,24501,7505,1994,20,256.0,5120.0,2008-06-17 04:11:06
33831,46058,1977,1841,1,326.0,326.0,2008-01-15 08:07:02
33832,17286,6741,2069,2,31.0,62.0,2008-08-31 04:56:08
33833,1384,2740,2000,9,262.0,2358.0,2008-06-23 05:32:42
33834,30504,3819,2037,20,207.0,4140.0,2008-07-30 07:10:28
33835,42840,1549,1954,24,93.0,2232.0,2008-05-08 02:27:00
33836,21537,6791,1871,24,194.0,4656.0,2008-02-14 03:14:48
33837,28699,8615,2067,10,261.0,2610.0,2008-08-29 02:41:00
33838,29365,6245,2121,1,191.0,191.0,2008-10-22 03:11:41
33839,8285,2418,2105,3,201.0,603.0,2008-10-06 08:15:29
33840,11322,5552,2176,5,342.0,1710.0,2008-12-16 02:08:32
33841,31064,7589,2069,12,164.0,1968.0,2008-08-31 03:32:48
33842,6707,6261,1910,2,309.0,618.0,2008-03-25 06:24:09
33843,48139,7430,1831,5,52.0,260.0,2008-01-05 06:51:22
33845,44341,958,1841,16,88.0,1408.0,2008-01-15 03:35:30
33846,37877,3507,1963,4,181.0,724.0,2008-05-17 05:29:51
33847,27546,1107,1922,9,54.0,486.0,2008-04-06 02:18:56
33848,41796,5229,1975,8,317.0,2536.0,2008-05-29 10:37:29
33849,40765,5147,1885,6,196.0,1176.0,2008-02-28 08:08:14
33850,31192,6120,1828,10,255.0,2550.0,2008-01-02 10:44:48
33851,27266,2204,1871,16,42.0,672.0,2008-02-14 11:26:27
33852,20118,4468,2019,22,103.0,2266.0,2008-07-12 12:04:32
33853,8793,4043,1946,5,27.0,135.0,2008-04-30 03:53:51
33855,32286,3997,1981,5,336.0,1680.0,2008-06-04 02:58:38
33856,18964,131,1942,8,219.0,1752.0,2008-04-26 09:11:43
33857,28045,454,1963,14,326.0,4564.0,2008-05-17 07:29:17
33858,47885,2276,1890,3,66.0,198.0,2008-03-05 04:03:44
33859,46788,8447,2010,24,143.0,3432.0,2008-07-03 12:27:58
33860,11214,889,1882,6,195.0,1170.0,2008-02-25 02:34:30
33861,46729,2850,1888,22,316.0,6952.0,2008-03-03 09:09:57
33862,13412,3988,2022,9,43.0,387.0,2008-07-15 08:39:54
33864,10839,3422,1876,1,194.0,194.0,2008-02-19 03:01:33
33865,47927,6891,1959,18,231.0,4158.0,2008-05-13 05:52:15
33866,3385,8627,2080,14,234.0,3276.0,2008-09-11 10:40:21
33867,2838,2720,1871,14,126.0,1764.0,2008-02-14 04:17:52
33868,31774,566,1848,2,224.0,448.0,2008-01-22 06:03:38
33869,17650,1302,2096,22,29.0,638.0,2008-09-27 08:38:57
33870,30267,2030,2168,24,303.0,7272.0,2008-12-08 11:53:46
33871,44941,6822,2029,6,109.0,654.0,2008-07-22 10:25:45
33873,26770,3588,2139,6,175.0,1050.0,2008-11-09 07:02:48
33874,43040,8673,1849,9,275.0,2475.0,2008-01-23 07:40:38
33875,1322,2663,2067,5,90.0,450.0,2008-08-29 10:53:05
33876,15816,3300,1914,7,330.0,2310.0,2008-03-29 12:16:30
33877,31490,48,1838,14,187.0,2618.0,2008-01-12 12:48:23
33878,21178,3267,2119,4,300.0,1200.0,2008-10-20 09:45:30
33880,15158,376,2136,6,306.0,1836.0,2008-11-06 06:16:56
33881,40953,5603,2102,1,145.0,145.0,2008-10-03 02:38:09
33882,10334,7243,2089,18,331.0,5958.0,2008-09-20 02:15:25
33883,3570,432,2158,9,266.0,2394.0,2008-11-28 12:41:00
33884,45505,5108,1862,1,88.0,88.0,2008-02-05 10:00:17
33885,35307,7847,1959,14,336.0,4704.0,2008-05-13 05:05:43
33886,30166,791,2050,2,247.0,494.0,2008-08-12 10:05:49
33887,32572,77,2015,12,108.0,1296.0,2008-07-08 08:08:44
33888,40064,2168,2136,18,28.0,504.0,2008-11-06 03:31:28
33889,15618,1886,1948,4,269.0,1076.0,2008-05-02 01:19:51
33890,9079,6436,1967,14,271.0,3794.0,2008-05-21 10:28:27
33891,23311,6237,2090,5,301.0,1505.0,2008-09-21 04:30:45
33892,20408,8404,2056,2,115.0,230.0,2008-08-18 05:58:30
33893,21627,3734,1841,7,137.0,959.0,2008-01-15 06:27:36
33894,32123,721,2112,5,205.0,1025.0,2008-10-13 12:11:14
33895,23211,289,2083,2,288.0,576.0,2008-09-14 03:33:20
33896,42302,2010,2061,3,241.0,723.0,2008-08-23 06:04:44
33897,25747,4137,2049,10,122.0,1220.0,2008-08-11 12:14:00
33898,30224,8726,1919,8,43.0,344.0,2008-04-03 12:00:32
33899,32551,2152,2139,5,272.0,1360.0,2008-11-09 12:07:53
33900,20844,8369,2054,16,147.0,2352.0,2008-08-16 06:59:24
33901,9025,2003,1967,20,84.0,1680.0,2008-05-21 11:43:32
33902,11580,1611,1847,14,279.0,3906.0,2008-01-21 05:18:32
33903,24641,3026,2100,10,339.0,3390.0,2008-10-01 10:28:51
33904,44502,5949,1947,1,240.0,240.0,2008-05-01 04:26:21
33905,36885,6828,2092,7,310.0,2170.0,2008-09-23 10:45:29
33906,42793,2574,2120,10,58.0,580.0,2008-10-21 11:09:15
33907,1508,1707,2120,16,98.0,1568.0,2008-10-21 04:39:39
33908,44726,7274,2169,20,291.0,5820.0,2008-12-09 08:11:46
33909,23723,8129,2129,12,66.0,792.0,2008-10-30 07:31:55
33910,45734,7625,1931,4,60.0,240.0,2008-04-15 12:50:37
33912,29789,5568,2091,2,172.0,344.0,2008-09-22 12:04:01
33913,10773,4137,2053,3,166.0,498.0,2008-08-15 03:58:39
33915,26057,1203,2122,4,36.0,144.0,2008-10-23 03:39:34
33916,6440,7257,2135,10,122.0,1220.0,2008-11-05 11:05:40
33917,31342,3135,1850,1,132.0,132.0,2008-01-24 07:40:10
33918,14147,5256,1979,2,138.0,276.0,2008-06-02 08:05:40
33919,1730,3162,2006,5,155.0,775.0,2008-06-29 08:25:06
33920,33068,3242,2148,9,223.0,2007.0,2008-11-18 09:36:19
33921,28497,6684,1959,6,338.0,2028.0,2008-05-13 09:38:22
33922,24188,1273,1897,12,113.0,1356.0,2008-03-12 02:44:16
33926,42045,6623,2119,20,271.0,5420.0,2008-10-20 12:42:17
33927,26173,3152,1967,9,182.0,1638.0,2008-05-21 02:24:25
33928,5537,2763,2032,24,236.0,5664.0,2008-07-25 05:50:55
33930,40786,4978,1917,8,108.0,864.0,2008-04-01 07:31:22
33931,46712,6152,1828,10,100.0,1000.0,2008-01-02 11:41:28
33932,22475,7316,1896,7,247.0,1729.0,2008-03-11 07:07:26
33933,5900,5141,1954,6,173.0,1038.0,2008-05-08 07:36:26
33934,6544,6098,1950,10,210.0,2100.0,2008-05-04 07:52:31
33935,38479,8566,2113,3,237.0,711.0,2008-10-14 08:09:00
33936,3080,1722,1958,10,329.0,3290.0,2008-05-12 09:33:56
33937,9301,598,2097,8,112.0,896.0,2008-09-28 05:46:43
33939,48467,5587,2113,6,130.0,780.0,2008-10-14 03:24:48
33940,38666,8079,1870,22,104.0,2288.0,2008-02-13 10:07:32
33941,3084,8513,1984,14,43.0,602.0,2008-06-07 07:22:24
33942,26331,6371,1955,3,218.0,654.0,2008-05-09 03:07:29
33943,35739,1213,1880,4,90.0,360.0,2008-02-23 07:12:55
33944,30874,8234,1914,5,258.0,1290.0,2008-03-29 03:40:27
33945,45728,1206,2112,8,314.0,2512.0,2008-10-13 10:39:20
33946,8969,4831,1843,18,291.0,5238.0,2008-01-17 08:29:08
33947,7717,467,2152,12,30.0,360.0,2008-11-22 10:17:08
33948,46585,5088,2013,1,309.0,309.0,2008-07-06 09:36:35
33949,48275,8695,2023,9,203.0,1827.0,2008-07-16 12:15:02
33950,152,6797,1993,20,335.0,6700.0,2008-06-16 09:45:48
33952,14088,4399,1933,10,168.0,1680.0,2008-04-17 06:43:20
33953,19331,1816,1956,2,20.0,40.0,2008-05-10 06:40:55
33954,9958,7500,2096,3,343.0,1029.0,2008-09-27 06:01:33
33955,26173,4362,2136,8,127.0,1016.0,2008-11-06 10:31:51
33956,42660,3107,1898,14,176.0,2464.0,2008-03-13 04:55:00
33957,44624,6034,2172,20,123.0,2460.0,2008-12-12 12:07:53
33959,41226,4833,2056,12,56.0,672.0,2008-08-18 10:20:20
33960,42004,2114,1938,18,210.0,3780.0,2008-04-22 10:54:56
33961,32122,5364,1871,3,86.0,258.0,2008-02-14 06:56:08
33962,25897,8082,2045,9,307.0,2763.0,2008-08-07 01:21:30
33963,34114,5374,1918,1,136.0,136.0,2008-04-02 06:34:12
33964,48042,3,1913,14,147.0,2058.0,2008-03-28 10:36:12
33965,3928,6871,1942,8,277.0,2216.0,2008-04-26 03:51:42
33967,20409,6719,1853,7,333.0,2331.0,2008-01-27 04:27:05
33968,37219,5796,1857,12,119.0,1428.0,2008-01-31 09:52:55
33969,15617,448,1984,3,186.0,558.0,2008-06-07 03:18:01
33970,11604,3344,2046,12,106.0,1272.0,2008-08-08 12:14:54
33971,23246,2966,1897,18,287.0,5166.0,2008-03-12 09:25:16
33972,49753,1989,1854,6,155.0,930.0,2008-01-28 07:23:58
33973,21140,1072,2068,9,49.0,441.0,2008-08-30 08:43:59
33974,14078,6144,2116,4,220.0,880.0,2008-10-17 09:36:32
33975,47981,5987,2096,12,226.0,2712.0,2008-09-27 11:58:59
33976,25723,4352,2012,1,347.0,347.0,2008-07-05 09:18:33
33977,39703,2477,1841,2,94.0,188.0,2008-01-15 02:02:17
33978,38130,6971,2098,5,298.0,1490.0,2008-09-29 08:20:26
33979,25314,2195,2044,5,49.0,245.0,2008-08-06 05:19:19
33980,22601,8080,2050,18,281.0,5058.0,2008-08-12 10:03:09
33981,48959,2895,1943,9,349.0,3141.0,2008-04-27 10:43:15
33982,666,3775,2007,10,226.0,2260.0,2008-06-30 02:07:37
33984,33723,1787,1911,16,83.0,1328.0,2008-03-26 02:45:42
33985,28171,3231,2139,9,304.0,2736.0,2008-11-09 12:33:09
33986,26249,2941,1854,14,202.0,2828.0,2008-01-28 09:05:39
33987,44681,1579,2032,16,99.0,1584.0,2008-07-25 04:00:05
33988,35220,780,2058,9,322.0,2898.0,2008-08-20 10:25:52
33989,2697,2431,2153,1,244.0,244.0,2008-11-23 03:35:56
33990,39604,8577,2155,3,44.0,132.0,2008-11-25 03:18:20
33991,40939,4193,1917,3,189.0,567.0,2008-04-01 07:32:36
33992,9356,7034,1926,24,217.0,5208.0,2008-04-10 10:39:05
33993,5055,5000,2152,24,28.0,672.0,2008-11-22 11:27:41
33994,47826,3876,1874,10,97.0,970.0,2008-02-17 07:22:28
33995,8396,591,2159,24,122.0,2928.0,2008-11-29 11:58:44
33996,11235,1484,2005,5,104.0,520.0,2008-06-28 12:37:48
33997,21203,8659,1837,5,135.0,675.0,2008-01-11 10:45:38
33998,12714,6885,2184,18,147.0,2646.0,2008-12-24 09:00:43
33999,32689,7174,1952,16,117.0,1872.0,2008-05-06 07:52:21
34000,23715,1208,2166,22,328.0,7216.0,2008-12-06 04:00:04
34001,14791,1039,1916,22,121.0,2662.0,2008-03-31 06:33:18
34002,41921,4900,1988,3,203.0,609.0,2008-06-11 09:29:21
34003,35508,8038,2078,12,144.0,1728.0,2008-09-09 07:05:20
34004,28811,4986,1941,4,42.0,168.0,2008-04-25 05:45:52
34005,31650,8726,1909,5,196.0,980.0,2008-03-24 09:08:30
34007,26552,6823,1872,16,243.0,3888.0,2008-02-15 12:52:25
34008,31194,2671,2140,9,91.0,819.0,2008-11-10 05:22:47
34009,23181,1684,2025,5,206.0,1030.0,2008-07-18 05:55:48
34010,3338,5240,2050,10,128.0,1280.0,2008-08-12 10:37:02
34011,40107,3083,1868,10,294.0,2940.0,2008-02-11 02:07:44
34012,25420,3246,1875,1,186.0,186.0,2008-02-18 07:57:07
34014,18717,277,1959,2,195.0,390.0,2008-05-13 03:46:52
34015,1448,2774,1845,1,47.0,47.0,2008-01-19 01:30:44
34016,2546,7439,1907,2,25.0,50.0,2008-03-22 12:29:01
34017,16670,1254,1856,9,264.0,2376.0,2008-01-30 12:08:05
34018,49806,6953,1891,9,260.0,2340.0,2008-03-06 07:15:25
34019,21496,4764,2113,9,277.0,2493.0,2008-10-14 02:30:26
34020,35719,2650,1954,14,20.0,280.0,2008-05-08 02:12:05
34021,41600,3422,1916,1,284.0,284.0,2008-03-31 11:57:58
34022,284,5629,2029,5,234.0,1170.0,2008-07-22 04:42:49
34023,43245,5176,2041,18,264.0,4752.0,2008-08-03 01:50:12
34024,38357,4376,2037,20,291.0,5820.0,2008-07-30 02:08:42
34025,36557,6561,1845,6,323.0,1938.0,2008-01-19 02:09:47
34026,14071,8206,2005,8,155.0,1240.0,2008-06-28 03:01:24
34027,39663,7562,1962,14,123.0,1722.0,2008-05-16 03:14:05
34028,39140,4368,1889,12,119.0,1428.0,2008-03-04 05:27:55
34029,9268,5962,1988,12,348.0,4176.0,2008-06-11 01:15:56
34030,3563,4460,1910,9,40.0,360.0,2008-03-25 11:24:08
34031,27166,116,1884,20,205.0,4100.0,2008-02-27 06:53:12
34032,25428,8532,1982,22,94.0,2068.0,2008-06-05 08:34:44
34033,44002,3540,2092,14,116.0,1624.0,2008-09-23 06:36:05
34034,19468,5576,2149,12,221.0,2652.0,2008-11-19 10:46:47
34035,13302,3184,1887,12,155.0,1860.0,2008-03-02 01:02:29
34037,3658,6795,2005,9,341.0,3069.0,2008-06-28 05:21:21
34038,5620,5380,2067,14,253.0,3542.0,2008-08-29 02:51:15
34039,14544,944,2122,16,304.0,4864.0,2008-10-23 01:35:00
34040,45496,5431,1859,9,60.0,540.0,2008-02-02 03:41:27
34041,21867,7270,1953,16,192.0,3072.0,2008-05-07 01:21:48
34042,3530,869,2052,24,325.0,7800.0,2008-08-14 12:05:13
34043,29863,2787,1834,24,178.0,4272.0,2008-01-08 10:42:31
34044,25986,901,2126,18,320.0,5760.0,2008-10-27 10:50:29
34045,1010,1149,2012,3,114.0,342.0,2008-07-05 10:00:03
34046,11231,2994,1849,6,255.0,1530.0,2008-01-23 08:13:14
34048,44315,18,2126,18,261.0,4698.0,2008-10-27 03:31:09
34049,14893,3911,1910,6,92.0,552.0,2008-03-25 07:56:42
34050,11257,90,2071,24,214.0,5136.0,2008-09-02 10:32:10
34051,14030,3653,1918,6,68.0,408.0,2008-04-02 02:19:02
34053,11120,6566,2084,3,246.0,738.0,2008-09-15 05:53:07
34055,33173,8161,1952,3,212.0,636.0,2008-05-06 12:48:02
34056,2214,8127,1975,10,112.0,1120.0,2008-05-29 11:07:30
34057,10712,5690,2134,14,215.0,3010.0,2008-11-04 11:04:09
34058,42041,5430,1856,4,110.0,440.0,2008-01-30 02:27:36
34059,29479,8506,2152,6,306.0,1836.0,2008-11-22 02:10:08
34060,4867,2340,2061,10,302.0,3020.0,2008-08-23 05:16:13
34062,19604,1312,1940,7,105.0,735.0,2008-04-24 08:10:35
34063,24581,2844,1977,9,127.0,1143.0,2008-05-31 12:17:03
34065,21530,8365,1876,24,296.0,7104.0,2008-02-19 10:36:06
34066,42836,6007,2003,10,339.0,3390.0,2008-06-26 08:15:53
34067,20826,2041,2119,20,279.0,5580.0,2008-10-20 01:51:36
34068,9271,6377,1986,18,264.0,4752.0,2008-06-09 01:35:00
34069,48922,5380,2095,10,126.0,1260.0,2008-09-26 10:26:10
34070,18732,4199,2086,20,89.0,1780.0,2008-09-17 05:04:31
34071,2736,3432,1920,20,197.0,3940.0,2008-04-04 10:29:48
34072,15652,3956,2073,16,187.0,2992.0,2008-09-04 06:32:10
34073,38810,83,2145,20,191.0,3820.0,2008-11-15 06:13:11
34074,29584,1873,1880,5,210.0,1050.0,2008-02-23 06:02:25
34075,29465,3679,2044,6,308.0,1848.0,2008-08-06 01:08:06
34076,28840,2057,1907,6,37.0,222.0,2008-03-22 10:37:04
34078,4352,2779,1949,1,103.0,103.0,2008-05-03 01:00:27
34079,44263,1470,1838,5,292.0,1460.0,2008-01-12 06:44:50
34080,47235,1181,1883,6,325.0,1950.0,2008-02-26 07:19:25
34081,25334,3495,1885,10,200.0,2000.0,2008-02-28 09:29:02
34082,22709,393,2039,8,65.0,520.0,2008-08-01 01:38:29
34083,29949,2740,1987,8,183.0,1464.0,2008-06-10 02:03:05
34084,4355,4035,1993,2,162.0,324.0,2008-06-16 10:37:27
34085,25831,5533,2057,20,267.0,5340.0,2008-08-19 10:37:16
34086,28330,5023,1941,22,294.0,6468.0,2008-04-25 06:21:11
34087,44177,7119,1889,4,299.0,1196.0,2008-03-04 10:42:02
34088,39831,316,2139,22,330.0,7260.0,2008-11-09 08:35:28
34089,29808,2703,1833,20,121.0,2420.0,2008-01-07 04:45:18
34090,334,171,1863,9,228.0,2052.0,2008-02-06 12:57:49
34091,26973,4011,2113,10,44.0,440.0,2008-10-14 12:54:02
34092,15892,7057,1853,4,220.0,880.0,2008-01-27 06:53:18
34093,9621,3906,1852,18,45.0,810.0,2008-01-26 10:25:50
34094,22889,4955,1965,1,75.0,75.0,2008-05-19 05:06:13
34095,3168,3285,2034,10,62.0,620.0,2008-07-27 08:44:53
34096,24709,2810,2005,24,235.0,5640.0,2008-06-28 10:50:39
34097,13886,7926,2162,10,282.0,2820.0,2008-12-02 12:00:41
34098,6652,3573,2037,4,126.0,504.0,2008-07-30 10:00:32
34099,42412,4792,2008,9,40.0,360.0,2008-07-01 07:02:49
34100,49383,5964,1915,5,274.0,1370.0,2008-03-30 12:18:55
34101,38457,5282,1978,14,248.0,3472.0,2008-06-01 07:44:30
34103,4217,1864,1843,18,227.0,4086.0,2008-01-17 01:09:32
34104,37978,4350,1986,3,175.0,525.0,2008-06-09 10:11:57
34105,29038,7491,2015,4,21.0,84.0,2008-07-08 05:28:46
34106,42650,2120,1900,18,177.0,3186.0,2008-03-15 07:13:18
34107,22290,354,1903,3,230.0,690.0,2008-03-18 09:42:25
34108,37660,7951,2035,10,188.0,1880.0,2008-07-28 06:12:57
34109,49541,7523,2093,10,60.0,600.0,2008-09-24 06:06:38
34110,2242,606,2134,22,274.0,6028.0,2008-11-04 04:15:45
34111,9570,3509,1846,7,318.0,2226.0,2008-01-20 02:20:29
34112,26136,4485,2175,3,292.0,876.0,2008-12-15 08:36:46
34113,13097,4835,2097,4,113.0,452.0,2008-09-28 02:00:20
34114,20476,3463,1865,18,20.0,360.0,2008-02-08 01:31:29
34115,42330,7276,2130,22,130.0,2860.0,2008-10-31 11:56:30
34116,40278,6814,1960,2,310.0,620.0,2008-05-14 07:48:04
34117,24686,3821,1842,18,327.0,5886.0,2008-01-16 03:31:19
34118,26396,7016,1912,5,240.0,1200.0,2008-03-27 05:54:54
34119,31504,4348,1921,3,231.0,693.0,2008-04-05 10:44:35
34120,12287,1165,1879,12,158.0,1896.0,2008-02-22 10:48:42
34121,42316,2782,1836,1,90.0,90.0,2008-01-10 03:05:12
34122,49718,7562,1996,10,106.0,1060.0,2008-06-19 03:05:17
34124,10667,1865,1861,1,108.0,108.0,2008-02-04 06:09:42
34126,9158,6311,1850,16,305.0,4880.0,2008-01-24 04:10:48
34127,6009,7562,1982,5,299.0,1495.0,2008-06-05 05:02:51
34128,21416,1726,1838,24,149.0,3576.0,2008-01-12 09:15:12
34129,29973,3745,2140,7,293.0,2051.0,2008-11-10 06:33:31
